event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.10262457698395311,0.1595953573056288,0.1770693407881926,0.41949231624399197
13353600,0.2843829028863687,0.41567554166798526,0.4524101911663566,0.8137402491751965
13942327,0.15840319725188967,0.24188316877341698,0.2668331120167846,0.5794403728523662
16112781,0.2465135858680011,0.36523305377818527,0.3991567125366331,0.7586769663001035
17132808,0.6860839864793224,0.8443998449888759,0.875729395221187,0.9970304251429051
17445696,0.07410575126184915,0.11629753670322074,0.12940249588455843,0.3207163692398338
17599982,0.030441378820030618,0.048428634957946026,0.05411985423207877,0.14381639410637048
18750374,0.12900580638736314,0.19891293842217794,0.22009826734362248,0.500287149562788
21365245,0.11082825165422805,0.1718978767938566,0.19055985429675448,0.4456612407758237
23634840,0.2344401398731596,0.34882166780697244,0.38171815320480385,0.7386193361589204
24461897,0.23645810833911873,0.3515756754928362,0.38464827828178116,0.7420615272971481
25353357,0.0814218926248379,0.12748320774539612,0.14174449366187114,0.34725012258891763
27052376,0.5917343286022028,0.7627135756048962,0.8005758752895623,0.9888847096770268
29312582,0.15707731841937955,0.2399644116775812,0.2647529428549835,0.5761020198896447
30451420,0.17134738381205927,0.2605191318289779,0.2870034831189565,0.610939110040494
31488932,0.0031958007494606866,0.005126676529886853,0.005744427501146454,0.01594839443558782
33717208,0.08362211180405421,0.13083660759465077,0.14544084083523223,0.3550651985120077
34826241,0.20578582082174657,0.3092431244460898,0.33944579845462464,0.6856405202760624
35311039,0.9558419295318337,0.9933284033388907,0.9963583462046398,0.999999
36423390,0.23601751474098087,0.3509747543752666,0.3840090566116947,0.7413130920126622
37196135,0.24724084897339949,0.36621656746208153,0.4002000678395077,0.7598445837727799
37355453,0.0059205753013600315,0.009489881683971246,0.010630571055002314,0.029384693653229932
37536067,0.20809879511161145,0.31247051828240235,0.34290406136508633,0.690211872177567
39717591,0.061663075434746584,0.09715072772442634,0.10823263704180397,0.2736109581352323
40833127,0.22631042631384712,0.33768216924492545,0.3698510635493929,0.724377228597396
41907240,0.22379450257669575,0.33422037314300046,0.366158221257479,0.7198460091789011
42963675,0.0029192436514445808,0.004683418927206917,0.005247899527553668,0.014576363367470924
42997746,0.28481193908058533,0.4162379676573712,0.4530009184053624,0.8143004417213623
43341281,0.16905804450163553,0.257235876311797,0.2834543108378217,0.6055103924274567
43371713,0.20968814287351434,0.31468489791957244,0.34527571094683895,0.6933220725753315
44872967,0.2538451285725468,0.3751214943509692,0.40963787484808944,0.7702420430971599
46574754,0.1777101451483286,0.2696154332391848,0.2968265435573423,0.625713601654336
46767506,0.22792825192126065,0.33990462519663245,0.3722206216542844,0.7272598148500461
49169401,0.009603497728486565,0.015375871882430836,0.017217886477413846,0.04731184335995886
49502022,0.25784731925971105,0.38049471592886097,0.41532479287358937,0.7763653070582621
49565135,0.8511258256544085,0.9530368036626107,0.9675476542958283,0.9999299511830113
50233410,0.1818871656964196,0.2755638460662315,0.30324223240773374,0.6351659000115566
50541231,0.4349425612729516,0.6001256277475686,0.6420536046275171,0.9431330738852249
51664538,0.09045361120502415,0.1412175591264112,0.1568724884497661,0.3788540977326389
52004768,0.09972205703095471,0.15522626207668244,0.17227257963104814,0.410000199124247
52039660,0.15287704620500808,0.23387388131529263,0.25814585914056287,0.5653860258122552
52614032,0.0174235549589844,0.027829828589921446,0.031140040565696858,0.08449819038810436
53407288,0.22863189887539614,0.3408703667026953,0.3732499843684711,0.7285059896786337
53799231,0.004749648380659277,0.007615752717353708,0.008532142179609514,0.02362879006388441
54348573,0.03711340626749604,0.05892152563422459,0.06580260432945417,0.17300199115066717
54459140,0.1027693761345807,0.15981309620668316,0.1773083142181957,0.41996262995962497
54759639,0.042915087757269044,0.0680099301545013,0.07590889614335705,0.19772771365330788
54801108,0.6512185758078861,0.815729137633161,0.8497928104412755,0.9949600355184811
55504460,0.5578269254924879,0.7302812804672951,0.7697818847653194,0.9834059992264862
58802003,0.17022127226552042,0.25890480487311496,0.285258646368617,0.6082762869627805
58854430,0.15437833295760717,0.23605290128028678,0.2605104192136898,0.5692408239638561
59191113,0.0009911934277510026,0.0015911274391793295,0.001783235825690066,0.004968455283243078
59221605,0.2717397542031287,0.3990100569080334,0.4348751637573153,0.7966143048875471
60804856,0.5326565078468745,0.7052054123557328,0.7456606554385117,0.9780863823627011
61713947,0.03785221904142422,0.060080732949288174,0.06709229981334264,0.17618415303838764
62129708,0.44714723428819847,0.6139032897802195,0.6558479519984586,0.9490399476989821
66849621,0.9988832710253648,0.9999818133509796,0.9999951368561285,0.999999
67124529,0.04656071748482016,0.07370381609593402,0.08223443055137647,0.21295931093675657
69348035,0.020689781314783717,0.03301378726499049,0.036928802213425316,0.09968142507396094
69572379,0.009625596109021806,0.015411149224382692,0.01725735285571517,0.04741860405700493
69836438,0.05151852163544668,0.08142596516544487,0.09080572280011812,0.23330068282660876
70283101,0.499836792244986,0.6712621181833054,0.7126154463069052,0.969185296024979
70501603,0.25529583826639624,0.37707119621482654,0.4117020889441788,0.7724769147273344
70993222,0.0269476938999188,0.042916732982009265,0.04797667004789308,0.1282081913482772
71474230,0.22406242576926738,0.3345893470507658,0.3665519318148609,0.7203313621338311
71532972,0.09309571015195917,0.14521978816195913,0.16127535127840742,0.38786377552548146
72973561,0.15223348368392553,0.23293907543384051,0.25713120673609857,0.5637251377826112
73023698,0.025993872319566957,0.04140982564281781,0.04629643011912987,0.12390759430864218
74751606,0.1708812787852967,0.25985111229129887,0.2862815135063389,0.609838714147183
74945408,0.2594368720948289,0.38262394208041195,0.41757668070424936,0.7787607112246409
75012237,0.44129346713450734,0.6073178070633876,0.6492617871305943,0.9462715183231318
75726601,0.07173152951770145,0.1126560395900067,0.12538046963098481,0.3119225064367973
78173856,0.052872665361838656,0.08353090248924444,0.09314061648311733,0.23878272880372398
78227688,0.11804322155357161,0.182661040746107,0.20234252876092973,0.4678874447090877
78266693,0.15940601600168436,0.24333319108928042,0.2684046929761602,0.5819512987416333
78502343,0.08431006354644943,0.13188412921853165,0.14659513807026514,0.35749333000557393
78780565,0.04664262242995432,0.07383158719289418,0.08237632208392154,0.21329883300267805
80446138,0.009414000721832627,0.01507334368336044,0.01687942730846581,0.04639596050951633
80819726,0.007891413488105181,0.012641291177510894,0.014158066197113905,0.03901131804785407
81010506,0.03970261562725075,0.06298166426738327,0.07031893667905464,0.18411102887037212
81611002,0.14794317811061808,0.22669621669796935,0.25035128998142187,0.5525224695748203
81715663,0.25450342847681906,0.37600651068814095,0.4105749676381151,0.771258346784818
82779392,0.0394630792400078,0.0626063253366761,0.06990152402772265,0.18308834013786046
83261710,0.1554047328530268,0.23754130599725576,0.26212509094834924,0.5718604758107035
84903193,0.20814072853780852,0.31252897718665273,0.34296668402155517,0.6902942549939153
87245976,0.10711177701654317,0.1663330004884943,0.1844605836186124,0.433925770049465
87273546,0.9990831479290372,0.9999867497860937,0.9999965898967976,0.999999
89909836,0.17663430680036674,0.2680803827191064,0.29516988023452395,0.6232475751202677
91234126,0.9377157453278,0.9884101661330559,0.9932371389320223,0.999999
93027270,0.29177471342163597,0.42533690665279666,0.4625481180549297,0.8232047051100366
94627327,0.5186944015555424,0.6909359335481999,0.731821852661809,0.9745945664613614
96570675,0.19903494787992948,0.29979077285101774,0.32930607272445134,0.6719883264887785
97225766,0.09830329846778951,0.15308752965556072,0.16992340467537115,0.4053154203977194
98446281,0.28021562510703224,0.41020201178046245,0.44665765387165335,0.8082282870309406
99649465,0.11061069459865525,0.1715725045050892,0.19020337254482222,0.44497967894825863
