event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.22405502931369758,0.2935068524166692,0.3123828572559365,0.5092073540729821
13353600,0.22405529310516897,0.29350717947701926,0.3123832000166945,0.509207820545355
13942327,0.22405524566521798,0.29350712065887014,0.31238313837500353,0.5092077366555334
16112781,0.22405529387221187,0.2935071804280329,0.31238320101336126,0.5092078219017453
17132808,0.22405615429272582,0.293508248824527,0.31238430270087403,0.5092094226807201
17445696,0.22405491859554302,0.2935067151433835,0.3123827133928948,0.5092071582858007
17599982,0.2240546018980111,0.29350632248767294,0.31238230188787086,0.509206598256994
18750374,0.224055292685127,0.29350717895623274,0.31238319947090776,0.5092078198025793
21365245,0.22405514799888032,0.29350699956782117,0.31238301147102543,0.509207563948496
23634840,0.22405529779655425,0.29350718529360614,0.3123832061125043,0.5092078288413047
24461897,0.22405528602016087,0.2935071706927131,0.31238319081070126,0.5092078080166738
25353357,0.2240549255067298,0.2935067237121801,0.3123827223730336,0.5092071705071206
27052376,0.2240562051257394,0.2935083135929374,0.31238436949144577,0.5092095162222302
29312582,0.22405513983561134,0.2935069894466386,0.3123830008639793,0.5092075495130798
30451420,0.22405527347364035,0.29350715513698217,0.3123831745082236,0.5092077858301977
31488932,0.22405401688213197,0.293505597158748,0.31238154173970745,0.5092055637488448
33717208,0.22405491819921242,0.2935067146519952,0.3123827128779176,0.5092071575849537
34826241,0.22405520427783135,0.29350706934495674,0.31238308459778574,0.5092076634686757
35311039,0.22405650202461197,0.2935086791432106,0.31238474852165876,0.5092100622751892
36423390,0.2240552813926368,0.29350716495530405,0.31238318479787014,0.5092077998336519
37196135,0.22405529519056705,0.29350718206258797,0.3123832027263824,0.5092078242330415
37355453,0.22405440246076824,0.29350607521645966,0.31238204274647074,0.5092062455839406
37536067,0.22405529556159792,0.29350718252260855,0.312383203208486,0.5092078248891492
39717591,0.22405488232641008,0.29350667017529986,0.3123826662661336,0.5092070941496807
40833127,0.22405524954979064,0.29350712547513513,0.3123831434224715,0.5092077435247674
41907240,0.2240552933334694,0.2935071797600763,0.3123832003133396,0.5092078209490672
42963675,0.2240545703176501,0.2935062833329307,0.3123822608535165,0.5092065424121606
42997746,0.22405616501939263,0.29350826465974916,0.312384317692701,0.5092094471529796
43341281,0.22405525198179901,0.29350712849044674,0.31238314658253186,0.5092077478253781
43371713,0.22405529617371048,0.2935071832815327,0.31238320400384206,0.5092078259715704
44872967,0.2240552928539757,0.2935071791655788,0.31238319969030337,0.5092078201011607
46574754,0.224055288235356,0.2935071734392099,0.3123831936890425,0.5092078119338851
46767506,0.22405529467062718,0.29350718141794363,0.31238320205079206,0.5092078233136126
49169401,0.2240545716227536,0.29350628495105635,0.31238226254931983,0.5092065447200282
49502022,0.22405527673834227,0.29350715918470394,0.31238317875025473,0.5092077916032908
49565135,0.22405642766470718,0.29350858647698985,0.31238465319135544,0.5092099226753286
50233410,0.224055290144564,0.29350717580633034,0.3123831961697956,0.5092078153100079
50541231,0.2240560486207012,0.29350812098137274,0.3123841683921017,0.5092092350832951
51664538,0.22405497674680214,0.2935067872418983,0.31238278895247396,0.509207261116922
52004768,0.2240550126401521,0.29350683174406733,0.31238283559095387,0.5092073245885127
52039660,0.22405519558167192,0.29350705856307335,0.31238307329832227,0.509207648090932
52614032,0.22405443466120795,0.2935061151400067,0.31238208458653716,0.5092063025253122
53407288,0.22405524168383506,0.2935071157225754,0.31238313320174393,0.509207729615106
53799231,0.22405403882509214,0.2935056243646182,0.31238157025159,0.5092056025515349
54348573,0.224054598686266,0.29350631850560804,0.312382297714648,0.5092065925775352
54459140,0.2240552736284796,0.2935071553289587,0.3123831747094159,0.5092077861040056
54759639,0.22405526853511953,0.29350714901398567,0.31238316809129507,0.5092077770972285
54801108,0.22405628611023434,0.2935084157795483,0.31238447353703375,0.5092096723620525
55504460,0.22405608899532803,0.2935081712838719,0.31238422139427274,0.5092093050941723
58802003,0.22405565225151935,0.29350763056055695,0.3123836509539666,0.5092085495369114
58854430,0.22405581573803426,0.29350783114229745,0.31238386469100654,0.5092088236559776
59191113,0.22405355083288364,0.2935050193298271,0.312380936172201,0.5092047396131155
59221605,0.2240552968394561,0.29350718410695353,0.31238320486888693,0.5092078271488327
60804856,0.22405624917042227,0.29350837061968865,0.3123844265938899,0.5092096048516712
61713947,0.22405469504928838,0.2935064379807837,0.312382422925194,0.5092067629801462
